humidity,device,timestamp
48,sensor_1,2024-05-21 03:08:50.883139
48,sensor_1,2024-05-21 03:18:55.023343
48,sensor_1,2024-05-21 03:28:59.208733
48,sensor_1,2024-05-21 03:39:03.454605
48,sensor_1,2024-05-21 03:49:07.795326
48,sensor_1,2024-05-21 03:59:12.286355
48,sensor_1,2024-05-21 04:09:16.743006
48,sensor_1,2024-05-21 04:19:21.244105
48,sensor_1,2024-05-21 04:29:25.756950
48,sensor_1,2024-05-21 04:39:30.245616
48,sensor_1,2024-05-21 04:49:34.710726
48,sensor_1,2024-05-21 04:59:39.208724
48,sensor_1,2024-05-21 05:09:46.751084
48,sensor_1,2024-05-21 05:19:46.274021
48,sensor_1,2024-05-21 05:29:50.696553
48,sensor_1,2024-05-21 05:39:55.170596
48,sensor_1,2024-05-21 05:49:59.652938
48,sensor_1,2024-05-21 06:00:04.516913
48,sensor_1,2024-05-21 06:10:12.531206
48,sensor_1,2024-05-21 06:20:12.588116
48,sensor_1,2024-05-21 06:30:12.511743
48,sensor_1,2024-05-21 06:40:16.975998
48,sensor_1,2024-05-21 06:50:21.437555
48,sensor_1,2024-05-21 07:00:25.886152
48,sensor_1,2024-05-21 07:10:30.350236
48,sensor_1,2024-05-21 07:20:34.773831
48,sensor_1,2024-05-21 07:30:39.261142
48,sensor_1,2024-05-21 07:40:43.691797
48,sensor_1,2024-05-21 07:50:48.592722
48,sensor_1,2024-05-21 08:00:53.048294
48,sensor_1,2024-05-21 08:10:58.705570
48,sensor_1,2024-05-21 08:20:58.263684
48,sensor_1,2024-05-21 08:31:02.811908
48,sensor_1,2024-05-21 08:41:07.246276
48,sensor_1,2024-05-21 08:51:11.595371
48,sensor_1,2024-05-21 09:01:16.048035
48,sensor_1,2024-05-21 09:11:20.535198
48,sensor_1,2024-05-21 09:21:25.647023
48,sensor_1,2024-05-21 09:31:25.217606
48,sensor_1,2024-05-21 09:41:30.678672
48,sensor_1,2024-05-21 09:51:29.956620
48,sensor_1,2024-05-21 10:01:34.382438
48,sensor_1,2024-05-21 10:11:38.707077
48,sensor_1,2024-05-21 10:21:42.969067
48,sensor_1,2024-05-21 10:31:47.285782
48,sensor_1,2024-05-21 10:41:51.577656
48,sensor_1,2024-05-21 10:51:55.388191
48,sensor_1,2024-05-21 11:01:58.361643
48,sensor_1,2024-05-21 11:12:02.177917
48,sensor_1,2024-05-21 11:22:06.464580
48,sensor_1,2024-05-21 11:32:10.745673
48,sensor_1,2024-05-21 11:42:15.090108
48,sensor_1,2024-05-21 11:52:19.391547
48,sensor_1,2024-05-21 12:02:23.661549
48,sensor_1,2024-05-21 12:12:27.937186
48,sensor_1,2024-05-21 12:22:32.200350
48,sensor_1,2024-05-21 12:32:36.336267
48,sensor_1,2024-05-21 12:42:40.492593
48,sensor_1,2024-05-21 12:52:44.716093
48,sensor_1,2024-05-21 13:02:48.960405
48,sensor_1,2024-05-21 13:12:53.204582
48,sensor_1,2024-05-21 13:22:57.367572
48,sensor_1,2024-05-21 13:33:01.563588
48,sensor_1,2024-05-21 13:43:05.759111
48,sensor_1,2024-05-21 13:53:09.968112
48,sensor_1,2024-05-21 14:03:14.097374
48,sensor_1,2024-05-21 14:13:18.856567
48,sensor_1,2024-05-21 14:23:23.131125
48,sensor_1,2024-05-21 14:33:27.293551
48,sensor_1,2024-05-21 14:43:31.462886
48,sensor_1,2024-05-21 14:53:35.754501
48,sensor_1,2024-05-21 15:03:39.886160
48,sensor_1,2024-05-21 15:13:44.034711
48,sensor_1,2024-05-21 15:23:48.218561
48,sensor_1,2024-05-21 15:33:52.557073
48,sensor_1,2024-05-21 15:43:56.931179
48,sensor_1,2024-05-21 15:54:01.350241
48,sensor_1,2024-05-21 16:04:05.778504
48,sensor_1,2024-05-21 16:14:10.226337
48,sensor_1,2024-05-21 16:24:14.676930
48,sensor_1,2024-05-21 16:34:19.165447
48,sensor_1,2024-05-21 16:44:23.720581
48,sensor_1,2024-05-21 16:54:28.977723
48,sensor_1,2024-05-21 17:04:28.575209
48,sensor_1,2024-05-21 17:14:32.828554
48,sensor_1,2024-05-21 17:24:37.332795
48,sensor_1,2024-05-21 17:34:42.008511
48,sensor_1,2024-05-21 17:44:46.330383
48,sensor_1,2024-05-21 17:54:50.259664
48,sensor_1,2024-05-21 18:04:54.019895
48,sensor_1,2024-05-21 18:14:57.967871
48,sensor_1,2024-05-21 18:25:01.801422
48,sensor_1,2024-05-21 18:35:05.696450
53,sensor_1,2024-05-21 18:45:09.770736
51,sensor_1,2024-05-21 18:55:13.797172
50,sensor_1,2024-05-21 19:05:17.780429
50,sensor_1,2024-05-21 19:15:21.676511
50,sensor_1,2024-05-21 19:25:25.539606
50,sensor_1,2024-05-21 19:35:29.396855
50,sensor_1,2024-05-21 19:45:33.279429
49,sensor_1,2024-05-21 19:55:37.132832
49,sensor_1,2024-05-21 20:05:41.018087
49,sensor_1,2024-05-21 20:15:44.905089
49,sensor_1,2024-05-21 20:25:48.816690
49,sensor_1,2024-05-21 20:35:52.628808
49,sensor_1,2024-05-21 20:45:56.134115
49,sensor_1,2024-05-21 20:55:59.867543
49,sensor_1,2024-05-21 21:06:02.734441
49,sensor_1,2024-05-21 21:16:05.695144
49,sensor_1,2024-05-21 21:26:09.221992
48,sensor_1,2024-05-21 21:36:12.270716
48,sensor_1,2024-05-21 21:46:15.618326
49,sensor_1,2024-05-21 21:56:18.675282
48,sensor_1,2024-05-21 22:06:21.521095
48,sensor_1,2024-05-21 22:16:24.234997
48,sensor_1,2024-05-21 22:26:26.947928
48,sensor_1,2024-05-21 22:36:29.646316
48,sensor_1,2024-05-21 22:46:32.357791
48,sensor_1,2024-05-21 22:56:35.834620
48,sensor_1,2024-05-21 23:06:39.946557
48,sensor_1,2024-05-21 23:16:43.945775
48,sensor_1,2024-05-21 23:26:46.910981
49,sensor_1,2024-05-21 23:36:49.728626
48,sensor_1,2024-05-21 23:46:53.278141
48,sensor_1,2024-05-21 23:56:56.147564
48,sensor_1,2024-05-22 00:06:58.994863
48,sensor_1,2024-05-22 00:17:01.817400
48,sensor_1,2024-05-22 00:27:04.682875
48,sensor_1,2024-05-22 00:37:07.460744
48,sensor_1,2024-05-22 00:47:10.259376
48,sensor_1,2024-05-22 00:57:13.036209
48,sensor_1,2024-05-22 01:07:15.734427
48,sensor_1,2024-05-22 01:17:19.405534
48,sensor_1,2024-05-22 01:27:22.138739
48,sensor_1,2024-05-22 01:37:24.939508
48,sensor_1,2024-05-22 01:47:27.786646
48,sensor_1,2024-05-22 01:57:30.644993
48,sensor_1,2024-05-22 02:07:33.538212
48,sensor_1,2024-05-22 02:17:37.371777
48,sensor_1,2024-05-22 02:27:40.262697
48,sensor_1,2024-05-22 02:37:43.042678
48,sensor_1,2024-05-22 02:47:45.746306
48,sensor_1,2024-05-22 02:57:48.165650
44,sensor_1,2024-05-22 03:07:51.391419
57,sensor_1,2024-05-23 23:23:49.497450
57,sensor_1,2024-05-23 23:23:55.039215
57,sensor_1,2024-05-23 23:24:00.599791
57,sensor_1,2024-05-23 23:24:06.170882
57,sensor_1,2024-05-23 23:24:11.798465
57,sensor_1,2024-05-23 23:24:17.360509
57,sensor_1,2024-05-23 23:24:22.957273
57,sensor_1,2024-05-23 23:24:28.531418
50,sensor_1,2024-05-24 00:39:03.873233
48,sensor_1,2024-05-24 00:49:26.455202
48,sensor_1,2024-05-24 00:59:48.845754
48,sensor_1,2024-05-24 01:10:06.979762
48,sensor_1,2024-05-24 01:20:34.599146
48,sensor_1,2024-05-24 01:30:28.946178
48,sensor_1,2024-05-24 01:40:51.323849
48,sensor_1,2024-05-24 14:40:17.978907
48,sensor_1,2024-05-24 14:50:16.740866
48,sensor_1,2024-05-24 15:00:39.566493
47,sensor_1,2024-05-24 15:42:08.026451
47,sensor_1,2024-05-24 15:52:05.829941
47,sensor_1,2024-05-24 16:02:27.585197
47,sensor_1,2024-05-24 16:12:49.840604
47,sensor_1,2024-05-24 16:23:11.246415
47,sensor_1,2024-05-24 16:33:33.850550
48,sensor_1,2024-05-24 16:43:55.304526
47,sensor_1,2024-05-24 16:54:16.776252
48,sensor_1,2024-05-24 17:04:38.184656
48,sensor_1,2024-05-24 17:14:59.587712
47,sensor_1,2024-05-24 17:25:20.981321
48,sensor_1,2024-05-24 17:35:42.409746
47,sensor_1,2024-05-24 17:46:03.847698
47,sensor_1,2024-05-24 17:56:26.924257
47,sensor_1,2024-05-24 18:06:48.521307
48,sensor_1,2024-05-24 18:17:09.940803
47,sensor_1,2024-05-24 18:27:31.343928
47,sensor_1,2024-05-24 18:37:52.627088
47,sensor_1,2024-05-24 18:48:13.895924
47,sensor_1,2024-05-24 18:58:35.120736
47,sensor_1,2024-05-24 19:08:56.389031
47,sensor_1,2024-05-24 19:19:17.670683
47,sensor_1,2024-05-24 19:29:39.016947
48,sensor_1,2024-05-24 19:40:00.447918
48,sensor_1,2024-05-24 19:50:21.877020
47,sensor_1,2024-05-24 20:00:43.315469
47,sensor_1,2024-05-24 20:11:04.739003
48,sensor_1,2024-05-24 20:21:26.194852
49,sensor_1,2024-05-24 21:32:07.066888
56,sensor_1,2024-05-24 21:42:28.840705
54,sensor_1,2024-05-24 21:52:51.093857
53,sensor_1,2024-05-24 22:03:15.067997
52,sensor_1,2024-05-24 22:13:13.117620
53,sensor_1,2024-05-24 22:23:34.857900
52,sensor_1,2024-05-24 22:33:56.626189
51,sensor_1,2024-05-24 22:44:21.705769
51,sensor_1,2024-05-24 22:54:33.569385
50,sensor_1,2024-05-24 23:04:36.873857
51,sensor_1,2024-05-24 23:14:31.371947
51,sensor_1,2024-05-24 23:24:53.983519
50,sensor_1,2024-05-24 23:35:16.048001
50,sensor_1,2024-05-24 23:45:53.200460
50,sensor_1,2024-05-25 00:06:05.572098
50,sensor_1,2024-05-25 00:16:17.541616
50,sensor_1,2024-05-25 00:21:35.514353
50,sensor_1,2024-05-25 00:26:18.569081
49,sensor_1,2024-05-25 00:36:46.434365
50,sensor_1,2024-05-25 00:57:03.877005
50,sensor_1,2024-05-25 01:03:08.015294
50,sensor_1,2024-05-25 01:07:01.256939
50,sensor_1,2024-05-25 01:17:29.616792
50,sensor_1,2024-05-25 01:27:33.056634
50,sensor_1,2024-05-25 01:37:31.271615
50,sensor_1,2024-05-25 01:48:04.429794
50,sensor_1,2024-05-25 01:57:58.900860
50,sensor_1,2024-05-25 02:08:34.575721
49,sensor_1,2024-05-25 02:18:33.561353
49,sensor_1,2024-05-25 02:28:36.603140
49,sensor_1,2024-05-25 02:38:44.590180
49,sensor_1,2024-05-25 02:48:49.901192
49,sensor_1,2024-05-25 02:58:52.298090
49,sensor_1,2024-05-25 03:09:12.606640
49,sensor_1,2024-05-25 03:19:33.947694
49,sensor_1,2024-05-25 03:30:03.424598
49,sensor_1,2024-05-25 03:40:03.512842
49,sensor_1,2024-05-25 03:50:05.159706
49,sensor_1,2024-05-25 04:00:10.870774
49,sensor_1,2024-05-25 04:10:08.535442
49,sensor_1,2024-05-25 04:20:32.907557
49,sensor_1,2024-05-25 04:30:33.459646
49,sensor_1,2024-05-25 04:40:30.930553
49,sensor_1,2024-05-25 04:50:54.840906
49,sensor_1,2024-05-25 05:00:55.630961
49,sensor_1,2024-05-25 05:10:53.113253
53,sensor_1,2024-05-25 09:59:24.571504
52,sensor_1,2024-05-25 10:09:45.659826
51,sensor_1,2024-05-25 10:20:06.838010
50,sensor_1,2024-05-25 10:30:27.998837
50,sensor_1,2024-05-25 10:40:49.174187
50,sensor_1,2024-05-25 10:51:10.395748
50,sensor_1,2024-05-25 11:01:31.558509
50,sensor_1,2024-05-25 11:11:53.129824
50,sensor_1,2024-05-25 11:22:14.326506
50,sensor_1,2024-05-25 11:32:35.511004
50,sensor_1,2024-05-25 11:42:56.677761
50,sensor_1,2024-05-25 11:53:17.823879
49,sensor_1,2024-05-25 12:03:39.020237
49,sensor_1,2024-05-25 12:14:00.176720
50,sensor_1,2024-05-25 12:24:21.355471
50,sensor_1,2024-05-25 12:34:42.517694
49,sensor_1,2024-05-25 12:45:03.674984
49,sensor_1,2024-05-25 12:55:26.147386
50,sensor_1,2024-05-25 13:05:48.280104
49,sensor_1,2024-05-25 13:16:09.393429
50,sensor_1,2024-05-25 13:26:30.644420
49,sensor_1,2024-05-25 13:36:51.765616
49,sensor_1,2024-05-25 13:47:13.029936
49,sensor_1,2024-05-25 13:57:34.236838
49,sensor_1,2024-05-26 10:51:34.936716
49,sensor_1,2024-05-26 11:01:55.338821
49,sensor_1,2024-05-26 11:12:15.779128
49,sensor_1,2024-05-26 11:22:36.912195
49,sensor_1,2024-05-26 11:32:57.308534
49,sensor_1,2024-05-26 11:43:17.746428
49,sensor_1,2024-05-26 11:53:39.875820
49,sensor_1,2024-05-26 12:04:00.244866
49,sensor_1,2024-05-26 12:14:21.888814
49,sensor_1,2024-05-26 12:24:42.361606
50,sensor_1,2024-05-26 12:35:02.804654
49,sensor_1,2024-05-26 12:45:23.259074
49,sensor_1,2024-05-26 12:55:43.693659
49,sensor_1,2024-05-26 13:06:04.105138
49,sensor_1,2024-05-26 13:16:24.510681
49,sensor_1,2024-05-26 13:26:44.959794
49,sensor_1,2024-05-26 13:37:05.305574
49,sensor_1,2024-05-26 13:47:25.936169
49,sensor_1,2024-05-26 13:57:46.445897
49,sensor_1,2024-05-26 14:08:07.048166
49,sensor_1,2024-05-26 14:18:27.613251
49,sensor_1,2024-05-26 14:28:48.323694
49,sensor_1,2024-05-26 14:39:09.018595
49,sensor_1,2024-05-26 14:49:29.629487
49,sensor_1,2024-05-26 14:59:50.109635
49,sensor_1,2024-05-26 15:10:10.462612
49,sensor_1,2024-05-26 15:20:30.682077
49,sensor_1,2024-05-26 15:30:51.196247
49,sensor_1,2024-05-26 15:41:11.850138
49,sensor_1,2024-05-26 15:51:32.423262
49,sensor_1,2024-05-26 16:01:53.087837
49,sensor_1,2024-05-26 16:12:13.494895
49,sensor_1,2024-05-26 16:22:33.912589
49,sensor_1,2024-05-26 16:32:54.181188
49,sensor_1,2024-05-26 16:43:14.377665
49,sensor_1,2024-05-26 16:53:34.749620
49,sensor_1,2024-05-26 17:03:55.106446
49,sensor_1,2024-05-26 17:14:15.550561
49,sensor_1,2024-05-26 17:24:36.089745
49,sensor_1,2024-05-26 17:34:56.511574
49,sensor_1,2024-05-26 17:45:16.946839
49,sensor_1,2024-05-26 17:55:37.237035
49,sensor_1,2024-05-26 18:05:57.687096
49,sensor_1,2024-05-26 18:16:18.091024
49,sensor_1,2024-05-26 18:26:38.365701
49,sensor_1,2024-05-26 18:36:58.544777
49,sensor_1,2024-05-26 18:47:18.752093
49,sensor_1,2024-05-26 18:57:39.106747
49,sensor_1,2024-05-26 19:07:59.550679
49,sensor_1,2024-05-26 19:18:19.953083
49,sensor_1,2024-05-26 19:28:40.451790
49,sensor_1,2024-05-26 19:39:00.908145
49,sensor_1,2024-05-26 19:49:21.327689
49,sensor_1,2024-05-26 19:59:41.708451
49,sensor_1,2024-05-26 20:10:02.254808
49,sensor_1,2024-05-26 20:20:22.878241
49,sensor_1,2024-05-26 20:30:43.394272
49,sensor_1,2024-05-26 20:41:03.816757
49,sensor_1,2024-05-26 20:51:24.291526
49,sensor_1,2024-05-26 21:01:44.710963
49,sensor_1,2024-05-26 21:12:05.132755
49,sensor_1,2024-05-26 21:22:26.052926
49,sensor_1,2024-05-26 21:32:47.289176
49,sensor_1,2024-05-26 21:43:08.204847
49,sensor_1,2024-05-26 21:53:29.086497
49,sensor_1,2024-05-26 22:03:49.998890
49,sensor_1,2024-05-26 22:14:10.929596
49,sensor_1,2024-05-26 22:24:31.806091
49,sensor_1,2024-05-26 22:34:52.594617
49,sensor_1,2024-05-26 22:45:13.407273
49,sensor_1,2024-05-26 22:55:34.388715
49,sensor_1,2024-05-26 23:05:56.348261
